listing_id,url,title,description,purchase_price,market_median,quick_sale_price,total_investment,net_profit,roi,liquidity,confidence,condition,deal_score,status,financial_hot_scenario_a,financial_hot_scenario_b,hard_filter_result,manual_flags,decision_reasons,confidence_causes,condition_diagnostic_group,missing_quick_sale_cause,baseline_status
bazos:221673695,https://sport.bazos.cz/inzerat/221673695/damske-kolo-kellys-clea-70.php,Dámské kolo Kellys Clea 70 vel. S: 9 999,"Prodáme zánovní pohodlné dámské trekingové/krosové kolo Kellys Clea 70. Vyjelo asi 5x, najeto do 50 km. Bez oděrek.
- Odpružená přední vidlice SR Suntour NEX HLO 63 mm s uzamykáním pro komfort na nerovnostech.
- Velikost S cca do 160 cm
- Kotoučové b ...",9999.0,9000.0,7600.0,10998.9,-3398.9,-30.9,low:23,low:35,unknown,16.85,REJECT,False,False,pass,condition_unknown|low_market_confidence,Чистая прибыль -3399 Kč не является положительной.,one_source|few_comparables,,,REJECT
bazos:221676333,https://sport.bazos.cz/inzerat/221676333/detske-kolo-woom-16-vodici-tyc.php,Dětské kolo Woom 3 - 16’’ + vodící tyč: 8 000,"Prodám dětské kolo Woom 3 - 16’’ v perfektním stavu i s vodící tyčí. Osobní odběr Panenské Břežany
...",8000.0,,,8800.0,,,unknown:None,low:35,good,45.83,REJECT,False,False,excluded:hard_filter_kids_bike,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Детский велосипед исключён существующей политикой проекта.,no_unique_comparables,unrecognized_positive_condition_phrase,no_matching_comparables,MANUAL_REVIEW
bazos:221676568,https://sport.bazos.cz/inzerat/221676568/horske-kolo-cube-ltd-race-29-m-17-top-stav.php,"Horské kolo Cube LTD Race 29"" , M (17""), TOP stav: 14 990","Nabízím k prodeji hliníkový 29"" hardtail Cube LTD Race v perfektním, prakticky zánovním stavu (viz foto). Kolo bylo jeté minimálně, lak je bez škrábanců, kliky i přehazovačka jsou zcela netknuté. Vše je plně funkční, seřízené a připravené na sezónu b ...",14990.0,,,16489.0,,,unknown:None,low:35,excellent,57.5,MANUAL_REVIEW,False,False,pass,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: duplicate_only_results.,duplicate_only_results|no_unique_comparables,,duplicate_only_results,MANUAL_REVIEW
bazos:221676675,https://sport.bazos.cz/inzerat/221676675/horske-kolo-kellys.php,Horské dámské kolo Kellys Vanity 70: 8 999,"Nabízím k prodeji kvalitní horské dámské kolo Kellys Vanity 70 v atraktivní barvě Raspberry Pink, model 2025. Rám velikosti S (15"") je ideální pro postavu cca 160–170 cm. Kola 27.5""
Kellys Vanity 70 kombinuje sportovní vybavení s každodenní prakti ...",8999.0,10000.0,8500.0,9898.9,-1398.9,-14.13,low:32,low:35,unknown,18.65,REJECT,False,False,pass,condition_unknown|low_market_confidence,Чистая прибыль -1399 Kč не является положительной.,few_comparables|large_price_spread,,,REJECT
bazos:221678638,https://sport.bazos.cz/inzerat/221678638/trek-marlin-4-xl.php,trek marlin 4 -XL: 6 500,"Prodám kolo z důvodu velikosti
velikost rámu :XL
kola 29”
koupeno 4/2024
21 rychlosti
kotoučové brzdy
teď po výměně zadního středu kola a brzdových destiček (original destičky stojí za prd)
osobní odběr Rakovník!! ...",6500.0,10000.0,8500.0,7150.0,1350.0,18.88,low:40,low:35,unknown,30.19,MANUAL_REVIEW,False,False,pass,condition_unknown|low_market_confidence,Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность.,large_price_spread,photos_but_no_textual_condition,,MANUAL_REVIEW
bazos:221681376,https://sport.bazos.cz/inzerat/221681376/merida-crossway-tfs-300-2010-vel-l-trekingovekrosove.php,"Merida Crossway TFS 300 (2010), vel. L – trekingové/krosové: 2 000","Prodám trekingové kolo Merida Crossway TFS 300, modelový rok 2010. Lehký hliníkový rám TFS (Techno Forming System), odpružená vidlice, 28"" kola, V-brzdy, nastavitelný představec a převody Shimano. Hmotnost přibližně 13,5–14 kg.
Velikost rámu L, vhod ...",2000.0,,,2200.0,,,unknown:None,low:35,unknown,37.5,MANUAL_REVIEW,False,False,pass,condition_unknown|critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: duplicate_only_results.,duplicate_only_results|no_unique_comparables,photos_but_no_textual_condition,duplicate_only_results,MANUAL_REVIEW
bazos:221684548,https://sport.bazos.cz/inzerat/221684548/karbonove-horske-kolo-ktm-peak-carbon-29.php,Karbonové horské kolo KTM Peak Carbon 29“: 29 000,"Jsem 1.majitel, ježděno převážně po cyklostezkách podél Vltavy – jsem už starší kus :( už potřebuji elektrokolo. Vše 100% funkční, vše zavčasu servisováno, mohu doložit doklady i fotodokumentací.
Poznámka: V ceně je velké množství originálních dopl ...",29000.0,,,31900.0,,,unknown:None,low:35,good,52.5,MANUAL_REVIEW,False,False,pass,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: duplicate_only_results.,duplicate_only_results|no_unique_comparables,unrecognized_positive_condition_phrase,duplicate_only_results,MANUAL_REVIEW
bazos:221686413,https://sport.bazos.cz/inzerat/221686413/gt-avalanche-20-disc.php,GT Avalanche 2.0 disc: 3 800,"Nabízím horské kolo gt avalanche 2.0 disc .velikost M , převody 24
Jedná se o starší plně funkční kolo pravidelně servisované. Samozřejmě nějaké oděrky z běžného provozu se najdou viz fota .Kolo je plně funkční stačí sednout a jet ...
Specifikace
...",3800.0,,,4180.0,,,unknown:None,low:35,good,52.5,MANUAL_REVIEW,False,False,pass,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: duplicate_only_results.,duplicate_only_results|no_unique_comparables,unrecognized_positive_condition_phrase,duplicate_only_results,MANUAL_REVIEW
bazos:221688879,https://sport.bazos.cz/inzerat/221688879/detsky-author-junior.php,Dětský Author  junior: 1 000,"Prodám dětské kolo Author junior, lehké, plně funkční, k vyzvednutí v obci Chýnice kousek od Praha - Řeporyje. Cena 1000 Kč, 606751736, ...",1000.0,37200.0,31600.0,1100.0,30500.0,2772.73,low:17,low:35,good,68.15,REJECT,True,True,excluded:hard_filter_kids_bike,low_market_confidence|purchase_price_outlier,Детский велосипед исключён существующей политикой проекта.,one_source|few_comparables|large_price_spread|foreign_market,unrecognized_positive_condition_phrase,,MANUAL_REVIEW
bazos:221691621,https://sport.bazos.cz/inzerat/221691621/ghost-htx-9-lc.php,GHOST HTX 9 LC: 29 900,"Prodám karbonové kolo Ghost v pěkném stavu.
Specifikace zde:
K prodeji bude kolo bez pedálů a s jedním držákem na bid ...",29900.0,,,32890.0,,,unknown:None,low:35,good,52.5,MANUAL_REVIEW,False,False,pass,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: duplicate_only_results.,duplicate_only_results|no_unique_comparables,unrecognized_positive_condition_phrase,duplicate_only_results,MANUAL_REVIEW
bazos:221692425,https://sport.bazos.cz/inzerat/221692425/detske-kolo-specialized-hotrock-24.php,Dětské kolo Specialized Hotrock 24”: 4 900,"Prodám kvalitní dětské kolo Specialized Hotrock 24” - v červeno bílé barvě. Kola 24” pro děti 8–12 let. Lehký hliníkový rám. Přehazovačka Shimano – 3x8 rychlostí. Skvělé kolo od renomované značky, ideální na silnici i do lehkého terénu. Kolo je ve st ...",4900.0,3500.0,3000.0,5390.0,-2390.0,-44.34,high:100,low:35,unknown,31.25,REJECT,False,False,excluded:hard_filter_kids_bike,condition_unknown|low_market_confidence,Детский велосипед исключён существующей политикой проекта.,one_source|large_price_spread,,,REJECT
bazos:221694322,https://sport.bazos.cz/inzerat/221694322/detske-kolo-canyon-offspring-al-16.php,Dětské kolo Canyon Offspring Al 16: 5 000,"Prodám lehké a bezpečné dětské kolo Canyon Offspring 16.
Kolo je použité, ale plně funkční s kosmetickými vadami po běžném používání.
Toto kolo je výjimečné svou konstrukcí, která dítěti maximálně usnadňuje první jízdy v terénu i na silnici.
​Kom ...",5000.0,12900.0,11000.0,5500.0,5500.0,100.0,low:9,low:35,good,59.74,REJECT,True,True,excluded:hard_filter_kids_bike,low_market_confidence,Детский велосипед исключён существующей политикой проекта.,one_source|few_comparables|weak_model_match|foreign_market,unrecognized_positive_condition_phrase,,MANUAL_REVIEW
bazos:221696361,https://sport.bazos.cz/inzerat/221696361/ktm-wild-speed-26-horske-kolo-vyborny-stav.php,"KTM Wild Speed 26” – horské kolo, výborný stav: 7 500","Prodám horské kolo KTM Wild Speed ve velmi pěkném a plně funkčním stavu. Kolo je pravidelně udržované, připravené ihned k jízdě.
Specifikace:
* Značka: KTM
* Model: Wild Speed
* Velikost rámu: 34
* Odpružená přední vidlice
* Přehazovačka a ...",7500.0,,,8250.0,,,unknown:None,low:35,excellent,57.5,MANUAL_REVIEW,False,False,pass,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: duplicate_only_results.,duplicate_only_results|no_unique_comparables,,duplicate_only_results,MANUAL_REVIEW
bazos:221697332,https://sport.bazos.cz/inzerat/221697332/detske-kolo-scott-contessa-vel-14.php,Dětské kolo scott contessa vel 14: 3 500,Prodám dětské kolo scott contessa 14. Je používané ale ve velmi dobrém stavu. Moc se na něm nenajezdilo. Není odřené. Mám k němu i podpůrné kolečka. ...,3500.0,4000.0,3400.0,3850.0,-450.0,-11.69,medium:59,low:35,good,27.55,REJECT,False,False,excluded:hard_filter_kids_bike,low_market_confidence,Детский велосипед исключён существующей политикой проекта.,one_source|large_price_spread,,,REJECT
cyklobazar:1dnEGOLxoweOM,https://www.cyklobazar.cz/inzerat/1dnEGOLxoweOM/gt-avalanche-2-0,GT Avalanche 2.0,Pevná horská kola Praha 13 GT Jindřich Víteček,3500.0,3000.0,2600.0,3850.0,-1250.0,-32.47,low:47,low:35,unknown,21.65,REJECT,False,False,pass,condition_unknown|low_market_confidence,Чистая прибыль -1250 Kč не является положительной.,one_source|large_price_spread,,,REJECT
cyklobazar:2dqYnmvGPwaYb,https://www.cyklobazar.cz/inzerat/2dqYnmvGPwaYb/ktm-peak,KTM Peak,Pevná horská kola Praha KTM Petr Kvasnička,9990.0,9900.0,8400.0,10989.0,-2589.0,-23.56,low:39,low:35,unknown,20.05,REJECT,False,False,pass,condition_unknown|low_market_confidence,Чистая прибыль -2589 Kč не является положительной.,one_source|large_price_spread,,,REJECT
cyklobazar:2dqYnmvGPwapQ,https://www.cyklobazar.cz/inzerat/2dqYnmvGPwapQ/panske-trekove-kolo-kellys-phanatic-10-red-2023-vel-m,Pánské trekové kolo KELLYS Phanatic 10 Red 2023 vel M.,Krosová a trekingová kola Praha Kellys Filip kuncik,9999.0,6600.0,5600.0,10998.9,-5398.9,-49.09,low:27,low:35,unknown,17.65,REJECT,False,False,pass,condition_unknown|low_market_confidence,Чистая прибыль -5399 Kč не является положительной.,one_source|few_comparables,,,REJECT
cyklobazar:AknEdGBbLK0XA,https://www.cyklobazar.cz/inzerat/AknEdGBbLK0XA/core-nipper-24,Core Nipper 24”,125-155 cm / 12 let Praha 8 Core Ondřej Vevera,3000.0,4000.0,3400.0,3300.0,100.0,3.03,high:100,low:35,unknown,34.32,MANUAL_REVIEW,False,False,pass,condition_unknown|low_market_confidence,Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность.,one_source|large_price_spread,short_description,,MANUAL_REVIEW
cyklobazar:AknEdGBbLK0aP,https://www.cyklobazar.cz/inzerat/AknEdGBbLK0aP/ghost-miss-2000,Ghost Miss 2000,nad 135 cm / 12 let a více Praha 10 Ghost Jaroslav Otáhal,6500.0,4500.0,3800.0,7150.0,-3350.0,-46.85,low:36,medium:65,unknown,24.95,REJECT,False,False,pass,condition_unknown,Чистая прибыль -3350 Kč не является положительной.,,,,REJECT
cyklobazar:DLDERvkzdKOvw,https://www.cyklobazar.cz/inzerat/DLDERvkzdKOvw/ghost-kato-20-pro,Ghost Kato 20 Pro,115-130 cm / 6-9 let Praha Ghost BASESHOP.cz,7500.0,5000.0,4200.0,8250.0,-4050.0,-49.09,medium:55,low:35,unknown,23.25,REJECT,False,False,pass,condition_unknown|low_market_confidence,Чистая прибыль -4050 Kč не является положительной.,one_source|large_price_spread,,,REJECT
cyklobazar:KLvOe8z4P6wXb,https://www.cyklobazar.cz/inzerat/KLvOe8z4P6wXb/prodam-ghost-lector-fs-world-cup-2025-velikost-s-karbon-sram-xx-29,"Prodám Ghost Lector FS World Cup 2025 – velikost S | Karbon | SRAM XX | 29""",Trailová (allmoutain) kola Praha Ghost Kola Z Prahy,55000.0,,,60500.0,,,unknown:None,low:35,unknown,37.5,MANUAL_REVIEW,False,False,pass,condition_unknown|critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: no_matching_comparables.,no_unique_comparables,short_description,no_matching_comparables,MANUAL_REVIEW
cyklobazar:Nm7PEWQoj1MPL,https://www.cyklobazar.cz/inzerat/Nm7PEWQoj1MPL/superior-rx-635-w,Superior RX 635 W,Krosová a trekingová kola Hlavní město Praha Superior Ondřej Maňák,5500.0,,,6050.0,,,unknown:None,low:35,unknown,37.5,MANUAL_REVIEW,False,False,pass,condition_unknown|critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: no_matching_comparables.,no_unique_comparables,short_description,no_matching_comparables,MANUAL_REVIEW
cyklobazar:PPvBgbezkGmB3,https://www.cyklobazar.cz/inzerat/PPvBgbezkGmB3/lapierre-crosshill-al-2-0-pumice-beige-matt-glossy-vel-m-nove,LAPIERRE Crosshill AL 2.0 Pumice Beige Matt & Glossy vel.M / NOVÉ,Gravel bike Praha Lapierre BASESHOP.cz,27990.0,,,30789.0,,,unknown:None,low:35,unknown,37.5,MANUAL_REVIEW,False,False,pass,condition_unknown|critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: no_matching_comparables.,no_unique_comparables,short_description,no_matching_comparables,MANUAL_REVIEW
cyklobazar:XmopD6qXG8e6z,https://www.cyklobazar.cz/inzerat/XmopD6qXG8e6z/specialized-rockhooper,Specialized ROCKHOOPER,Pevná horská kola Praha Specialized,8350.0,,,9185.0,,,unknown:None,low:35,unknown,37.5,MANUAL_REVIEW,False,False,pass,condition_unknown|critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: no_matching_comparables.,no_unique_comparables,short_description,no_matching_comparables,MANUAL_REVIEW
cyklobazar:YoPDR6qX4La6P,https://www.cyklobazar.cz/inzerat/YoPDR6qX4La6P/cube-stereo-120-race-29-vel-s-2022,"Cube Stereo 120 Race 29"", vel. S, 2022",Trailová (allmoutain) kola Praha Cube Platon P.,29900.0,39400.0,33500.0,32890.0,610.0,1.85,high:82,low:35,unknown,32.02,MANUAL_REVIEW,False,False,pass,condition_unknown|low_market_confidence,Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность.,large_price_spread|foreign_market,short_description,,MANUAL_REVIEW
cyklobazar:YoPDR6qX4LaOB,https://www.cyklobazar.cz/inzerat/YoPDR6qX4LaOB/giant-tcr-advanced-pro-sram-red22-hrd-karbonova-kola-vinci-rapid-45-7-4-kg,"Giant TCR Advanced Pro | SRAM Red22 HRD | Karbonová kola Vinci Rapid 45 | 7,4 kg",Závodní silniční kola Praha Giant Jiří Šíma,62500.0,39000.0,33200.0,68750.0,-35550.0,-51.71,medium:56,low:35,unknown,23.45,REJECT,False,False,pass,condition_unknown|low_market_confidence,Чистая прибыль -35550 Kč не является положительной.,large_price_spread,,,REJECT
cyklobazar:eD38P6kJbN4E2,https://www.cyklobazar.cz/inzerat/eD38P6kJbN4E2/bmc-teammachine-slr-two-ultegra-di2-12-speed-2025-premiove-kolo-super-cena,"BMC TEAMMACHINE SLR TWO, Ultegra Di2, 12 speed, 2025 – PRÉMIOVÉ KOLO, super CENA",Závodní silniční kola Praha BMC Alltraining s.r.o.,59500.0,114500.0,97500.0,65450.0,32050.0,48.97,low:9,low:35,unknown,52.29,MANUAL_REVIEW,True,False,pass,condition_unknown|low_market_confidence,Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность.,one_source|few_comparables|weak_model_match|foreign_market,short_description,,MANUAL_REVIEW
cyklobazar:nX1Oe6jqxrlKn,https://www.cyklobazar.cz/inzerat/nX1Oe6jqxrlKn/cube-nuroad-pro,Cube Nuroad Pro,"Gravel bike Praha Cube Tom Cube,…",27999.0,26600.0,22600.0,30798.9,-8198.9,-26.62,low:40,low:35,unknown,20.25,REJECT,False,False,pass,condition_unknown|low_market_confidence,Чистая прибыль -8199 Kč не является положительной.,other,,,REJECT
cyklobazar:oyrm86blxgA6W,https://www.cyklobazar.cz/inzerat/oyrm86blxgA6W/bmc-timemachine-tm01-dura-ace-di2,BMC Timemachine TM01 Dura-Ace Di2,Triatlonová a časovkářská kola Praha BMC Juraj Píš,75000.0,,,82500.0,,,unknown:None,low:35,unknown,37.5,MANUAL_REVIEW,False,False,pass,condition_unknown|critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: no_matching_comparables.,no_unique_comparables,short_description,no_matching_comparables,MANUAL_REVIEW
cyklobazar:oyrm86blxgnmy,https://www.cyklobazar.cz/inzerat/oyrm86blxgnmy/specialized-allez-2022-e5-58cm,Specialized Allez 2022 E5 58CM,Rekreační/Fitness silniční kola Hlavní město Praha Specialized Simona [email protected],15500.0,,,17050.0,,,unknown:None,low:35,unknown,37.5,MANUAL_REVIEW,False,False,pass,condition_unknown|critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: no_matching_comparables.,no_unique_comparables,photos_but_no_textual_condition,no_matching_comparables,MANUAL_REVIEW
cyklobazar:pygoL6kOxN74W,https://www.cyklobazar.cz/inzerat/pygoL6kOxN74W/gravel-kolo-cube-nuroad-race-haze-n-gloss-2025-velikost-ramu-m,"Gravel kolo Cube Nuroad RACE haze´n´gloss 2025, velikost rámu M",Gravel bike Praha Cube BIKE SHOP,29900.0,,,32890.0,,,unknown:None,low:35,unknown,37.5,MANUAL_REVIEW,False,False,pass,condition_unknown|critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: no_matching_comparables.,no_unique_comparables,short_description,no_matching_comparables,MANUAL_REVIEW
cyklobazar:q21P76emgNjLk,https://www.cyklobazar.cz/inzerat/q21P76emgNjLk/orbea-terra-m30-team-vel-l-acid-gum-fantasy-purple-carbon-view,ORBEA Terra M30 Team vel.L Acid Gum/Fantasy Purple Carbon View,Gravel bike Praha Orbea BASESHOP.cz,74990.0,,,82489.0,,,unknown:None,low:35,unknown,37.5,MANUAL_REVIEW,False,False,pass,condition_unknown|critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: no_matching_comparables.,no_unique_comparables,short_description,no_matching_comparables,MANUAL_REVIEW
cyklobazar:vrEkBM2qxgOma,https://www.cyklobazar.cz/inzerat/vrEkBM2qxgOma/specialized-tarmac-campagnolo-record,Specialized Tarmac Campagnolo Record,Závodní silniční kola Praha Specialized Martin Strand Husek,34000.0,,,37400.0,,,unknown:None,low:35,unknown,37.5,MANUAL_REVIEW,False,False,pass,condition_unknown|critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: no_matching_comparables.,no_unique_comparables,short_description,no_matching_comparables,MANUAL_REVIEW
cyklobazar:xrEaQM3yxgoWn,https://www.cyklobazar.cz/inzerat/xrEaQM3yxgoWn/core-nipper-20,Core Nipper 20”,115-130 cm / 6-9 let Praha 8 Core,1500.0,3000.0,2600.0,1650.0,950.0,57.58,high:92,low:35,unknown,48.01,MANUAL_REVIEW,False,False,pass,condition_unknown|low_market_confidence|stage_1_2_manual_risk,Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Предварительный анализ содержит причину для ручной проверки.,large_price_spread,short_description,,MANUAL_REVIEW
cyklobazar:zr6qJMNdOgzqQ,https://www.cyklobazar.cz/inzerat/zr6qJMNdOgzqQ/author-stylo-16,Author STYLO 16,100-115 cm / 4-5 let Praha 3 Author Adam Hrubeš,1500.0,1800.0,1500.0,1650.0,-150.0,-9.09,high:95,low:35,unknown,31.25,REJECT,False,False,pass,condition_unknown|low_market_confidence,Чистая прибыль -150 Kč не является положительной.,one_source|large_price_spread,,,REJECT
